sequence_identifier	Kingdom	Phylum	Class	Order	Family	Genus	Mfunction
42af9daeb02ef2f517da8989fe367afc	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
439ecb3640dac402ba108eee9bc70e06	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured
43a1f412a29ed6f2fe484dce9eae94b7	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	Candidatus Udaeobacter
4403c525c97aaab394f13b69fd782557	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
440745d1a721cc632c81e0f91f90fba2	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella
4436860d0ca4b343d737df1fd26c8232	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
445d92214f0eed8184b7f6cbe2220e2e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
4474f1bd6d2319fc9e3baae99655426c	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
44761f78979c0221f93f113cc1d73958	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
44a344a21683bbd42b5dec598ed5f869	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
44ff1d8c8a8a6666ad460e73e30eb007	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
4509cf60ccc5d6ebc08157513a52e066	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae		
455ed041d2486d6e579ffbac8f387571	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium
45f7d83534493509eb5073932e3fd77f	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
460a5e306155f784a1d04cfd25cdd159	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
460e5a74762b2a36e1389b0ce5866ecf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
4663052e2f06a5e9f822766a4c51882a	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter
4687b19d6952ff6aac5c4ab86988e099	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
469388262c11e5c103ee0b5fde7179aa	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae		
46b523c78962d79dcc4baa6821fac5ee	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	Lechevalieria
47391f16d680e17ef2b32a063ddf48a9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium
473af62549a917a2b3eedaa94f5fa448	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
474f07393c8f7f41908103e3e01bbc4c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
47733739d0848a99a08d912e40797caf	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
4775be7274c40fc47a2b6eb5a47960c5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1
47b9a2aabf11e8e8ab4c8d44db494f80	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
47f26501d914578d996bcdedc9ef2cda	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
4825630fcf54f4f45947e89e9cd96045	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	Clostridium sensu stricto 1
4855d9443d6e50ebb7519ba967732066	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured		
48cd1e54d7cac6d27025194de5243325	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	Acidothermus
48df77832923f8172e9845ff64d3d49d	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
494d114b5428b22c417ef2a6ce503dd1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured
499c6f70c7faaee13b562d400827e7f4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	uncultured	uncultured
4a32919969221012958855c2bfb74f08	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
4a9f0df91e78b77e83232d86533828e7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
4ada85a2627ddbc51537c42abe958fd1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
4c15dc708ac290dcfca5f30151e1ffcb	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis
4c7799f521d91399b29bf178d318dd7d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
4cc89320bfc8cd800bf01bff90719eae	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
4d13224ece7b7b1df7ce70fea063eba8	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
4d4d5ca374280a96035c9fe1e5ae3269	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
4d51421aeddf413c2b49b0df576e672e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
4ea065a5a17554548e577f40dc46153a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
4eee168febb570f068a4a25c8187dc7c	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	Clostridium sensu stricto 13
4ef12371552d2d89b2522ca32b8c3142	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella
4f40e9773e0577888ac76e7ccc3b1d2b	Bacteria	Firmicutes	Bacilli				
4f6734533de1f6dd67d4898198119885	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales			
4f737156861f3cc5c1f028a71b5da652	Bacteria	Actinobacteriota	Actinobacteria	Frankiales			
4fb692fdf3248c22dbb9fc7e533e733f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Rheinheimera
4fb6e858315cbca8cd19fa6de72638dc	Bacteria	Firmicutes	Bacilli				
5014c67ce2179682cb8f530f8e6239b1	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella
503cccafcafbaee6437c261ae3248474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium
5099c7ee6ce599661753ed7aeba39acf	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
50d36c115dbf8aebf12e9dfede72acde	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
50fde457b4fec04ad518872e0dc5f199	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
51b3212fe28b96f9200facf050f1829e	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	Phaselicystis
520183a4a73910ce4c2d6cafc7184b79	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
5209247460433695aa8a7611b5f7f48c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	Bauldia
520c36d120fffcd2830b17232439d1e3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
52204a4fe1c589a86f37a26692944c2a	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium
522d8d15a63f8698116d89deba4aafe7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Rhodoplanes
522f46345aefc137cd70bfdbdaf04485	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
529b5192197d7d6aeac5053cf44339a7	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter
52c6d1899fb04b27ce5e5c80b82081a3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	Limnohabitans
52ef9beb565d33ec84c388450107346b	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	uncultured		
531838bac87b2345a82ac584918abcec	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
536e905eada30f4b6b55d72158f1e838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
539cdbd963ed17426b6f86ae995ffab2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
539e63d04ae88f72e3f9dd1ecd518373	Bacteria	Firmicutes	Bacilli	Entomoplasmatales			
53d6bf98956fe676c2244dcbb2d2ca2c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
540d05da9a7a974583a0d0b96e4607e4	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
5412c47fc0814eab5e5529327f4b655e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
54d79cab944f20ff040ac3aeed19c4ad	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	Steroidobacter
555da2f096672a489b8a84e11b0b35e1	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
559a49c6b43d2aa6224047a4d9bb3d35	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
55d943bb6067e876ac6c7ed455ba3d9b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
56349a12c14bfde7a88d22f9862d28a3	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces
56cc7307203f4dc34adc344b3e8588de	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia
56f64ef395a8a96a8358cbd1acd19519	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
57121c46ace9d13da22ae71e664dddc1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
571328238767fc879de0203ebec36fea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella
5720f1cc4b6e0c7627cf259f2bf57c78	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
578b03c05d85eef5492bbf679e458ead	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella
580d618fbd22710aa3f4c7888191b530	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia
5850ca57de6c756e8520376cf893006d	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma
589c1e90ccedbb2f5903311892644cbc	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured
58a63e1524e56a8a69beb3f11860027c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	Chryseolinea
590a86a091ec67f6b513a3910f35e778	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
5930f5a4797fe9225e307856cc5e7299	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
5932999f53acd73e5e13bc7402236086	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
593b86a694cab9238445105d7077371e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
5a1b22174479167306762827fe1e5dea	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella
5a4a2e3948fd8e5ad89bc3ffcc6e581f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
5a5bcba2dced60b8167e46d64a2a83f7	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	Dokdonella
5a88988ec54a2da190e3e3c21040e9d7	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter
5a94c0dbd31a3cd64c63f72392108e58	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio
5ae709bf1a183fd485565357f244af5e	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Haliangium
5beb2a75991fe05be324685ee623af4c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
5c39d02eec24aec91b4d8fe357e05ab2	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium
5c9db4cc912830283534ce76cc3ac675	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas
5d068be9b6d2f5d46948cb2de76569bb	Bacteria	Firmicutes	Bacilli	Entomoplasmatales			
5d635b4bd1d376ffb8d2d0c013957941	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium
5da223b71396fbb40e5935517a5e2ee4	Bacteria	Proteobacteria	Gammaproteobacteria				
5f27ac568f9c5362ee2223d8b7ab10fc	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
5f2d511bdb39027006dd2b849d501c11	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas
5f3a504897821073a638fb20791e473e	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
5f6ccf95c1565e247e4facfbb1ff3548	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium
5f78f9eca7783151fa00b15bb7d7e9ed	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma
608ea6d7136634984f137770311ed409	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
6112c6fa9473fe92b01d0fdedcdca0ab	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
6166bc9266635170ef543fb47f72a035	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae		
61925a8cb91024702a618c992fca05b9	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces
61a606069d97e76464b659f44696f649	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia
61d31ac76a5b0ee6b26ecc7281bc1f31	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	KCM-B-112	KCM-B-112
6268dd6b48b95f1bb56e258d39bda02c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium
6291fab424d45a4bdd4123352b68f15e	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia
62e282436720e9a1257a78268f139628	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
63335333dfcedfd660fdb5323a574bf8	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia
637091bf942baf29fed95ade51ad9dce	Bacteria	Firmicutes	Bacilli				
639ea5a404d6767556c01008e703d996	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
646d7c0d09de37de65d8e689abbb966e	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	uncultured	uncultured
64bba6f90d65e608ff78d675433b8087	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
6527c15094a138b0ea99af0258e36464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
654c83571dad9141f050ac0e89b2be69	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Rhodoplanes
654f3c315866541fc8b24aff4ba791be	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium
65b8668ecb1727ae2814ba7a101deb80	Bacteria	Firmicutes	Bacilli	Entomoplasmatales			
65e8fdf91fa0d73e1f0ca7e58928834f	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia
661bc71a5949e4b357a6af01e0de67dc	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
667c81c3a23378abe1df01832d602f0f	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured		
67ba26f129cfd0b089f441bd46995277	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
683043171c1340e4896e8ae4dc7f48b4	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast			
6854cf787828d0ece31982bc01eeab97	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus	Roseiarcus
6887c65789c4c39f817a457cddd69575	Unclassified						
68a1325a9bda299c0bf5160c868bd4c2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Labrys
68cd014b404a7bb1238738a7b7411164	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	Haliangium
69e96323e120296ecc5a556f1e4fe6ec	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
69f7b8a740574a15067e2ee383d80b2b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
6a039bc215dbf819d8db1d443c08fde0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
6a5e497fc533f83bfc2829685a73a977	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
6ac5664e3df02da75ab5665e6413c028	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium
6bb47ade4b461bffddc44fb785b4259b	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
6c06700a8513b10a863146575f4e45a9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
6c068033c0c189ac96ab2c82c4a8676b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
6c26c0397c344d2dc31f48f58c1d9f15	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Cryptosporangiaceae		
6c5f2732e2c5d030da41f708d6e9c91c	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae		
6c7758db5bd9b584548f968633a5ea02	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
6c9607d7dca1e7928a3f6af267758610	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
6ca2b401f4dca586f168f7d121f89aa2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
6d07dc0afb83a9959624aadd2e6c623a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
6d2476230922054422af7e7875f330b4	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
6d5f9a0dd1bc8a36ce716db416aeda99	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium
6d8174478c0d774164c62a608b716cf4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium
6e2e1cb78382494d44324f55d3ecb754	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
6e3e68012d3d9f60fcacacedf9d1f11c	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma
6e41fd8eaf352d3383f84da73093768a	Bacteria	Firmicutes	Bacilli	Entomoplasmatales			
6ec42e265888422d377f7f4191a72c39	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia
6ee8a61aad4f831849609dbcc196b579	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
6f956ffa4f441909fe6ea0535f6bf2e1	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Actinospica
6fff2fc24bbb0615b5fd44a309292dfa	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14		
705d0e0e45d24d7bf29308f1a53a1dcc	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	uncultured		
708c96ccedb951d8ef994a09dcf305fd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium
70fcf659be118fe30e476c56b5f16962	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured			
7113fc56e89519cdac01ea4e938bcb8a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
71570e6c83e5b95f1ce55d9a2bacbab3	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
717fe81171699cc184add6328a49d8af	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
7183c6dcaff25371d262735f6cce53e5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	Labrys
71dc99fca5a849b06c0c2b0a2bbaeacb	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella
722b642561ff6fba48d1978c112a4e5a	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured
72d913ef142e89a4d2feb251886cade2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella
731dcda9d93ca08fec6cd8fad2193185	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14		
735f315b57866871ca0b0e57b724d5b4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
739a88deb829a00543173e4d048e6c8e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas
73a8e93ba7d139e1c0db6e59b40291d2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio	Cellvibrio
73aec57b522deb8c35a590cce1d92d00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium
73f3e2e89ed39db3d86dedbc098b45f8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Rheinheimera
743677bc77f7665f0693b6b94c13d045	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	Ohtaekwangia
7468f65a4e0d6dbab7603536ba334236	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
746c3a4d677f241c43adb2aec1f90cdd	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus
746e8c5bf4e5346589e545d0d2d05f7b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas
76a4de00127adf3dbf8e8fc2147d98be	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41		
76d530cd57f4f4c794c77c711da6fefa	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Actinospica
76fe49d5762378fe9f91b0a197ac479a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
776c28aba6dcd2fa4f05a99cdd659e39	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Rheinheimera
779d556958020cd2342b1c5d2402b0ec	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
77c09b6166605c317262a62a4190070f	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	Actinospica
783cf3e2f8345cc3c8bd1ad7614cd324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium
783dae02ca0fa465ebd3c7320d0d6941	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella
791cb8e80593ebbc6bd554fe6d3b12d1	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Cryptosporangiaceae		
7a0fa94f48ba8ba737e42fba28e22b20	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Niastella
7a623b7b4979a3fe808639ba06fb6f06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
7a654ef3f176453eb8dcb5e411a944f8	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
7aa46b4f851a08a90b2e8940d9d7dedd	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Acidibacter
